DecayParticle1_Name DecayParticle1_Boson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_Boson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
b_quark 0 4.18 177.605 174 -5 -35 b_quark 0 4.18 157.808 -129 26 87
b_quark 0 4.18 186.345 175 -19 61 b_quark 0 4.18 159.82 -120 -55 -90
b_quark 0 4.18 159.617 70 -132 -56 b_quark 0 4.18 104.396 16 40 95
b_quark 0 4.18 191.558 -57 -62 172 b_quark 0 4.18 99.3402 -21 1 -97
b_quark 0 4.18 49.8445 -3 33 37 b_quark 0 4.18 146.842 70 -2 -129
b_quark 0 4.18 273.133 -12 126 242 b_quark 0 4.18 201.421 35 -132 -148
tau+ 0 1.78 130.235 15 53 118 tau- 0 1.78 170.734 3 -133 -107
b_quark 0 4.18 127.826 100 9 79 b_quark 0 4.18 167.295 -147 40 -69
b_quark 0 4.18 66.6669 31 -55 -21 b_quark 0 4.18 135.656 48 84 95
b_quark 0 4.18 247.082 8 -202 -142 b_quark 0 4.18 165.322 -71 108 103
W+ 1 80.4 316.139 -232 110 -166 W- 1 80.4 219.057 132 -73 137
b_quark 0 4.18 100.516 -70 -31 -65 b_quark 0 4.18 112.016 -5 -48 101
Z 1 91.2 215.11 149 -25 -123 Z 1 91.2 160.373 -100 29 81
b_quark 0 4.18 244.237 -157 109 152 b_quark 0 4.18 187.057 114 -136 -59
b_quark 0 4.18 91.3426 63 -1 -66 b_quark 0 4.18 72.9895 13 55 46
tau+ 0 1.78 303.258 188 -83 223 tau- 0 1.78 177.443 -123 27 -125
b_quark 0 4.18 138.244 137 1 18 b_quark 0 4.18 148.332 -130 69 18
b_quark 0 4.18 239.83 -21 216 -102 b_quark 0 4.18 173.348 112 -132 8
b_quark 0 4.18 172.152 23 -23 -169 b_quark 0 4.18 110.465 -12 -35 104
tau+ 0 1.78 204.937 10 170 -114 tau- 0 1.78 161.407 -110 -107 50
W+ 1 80.4 209.249 189 -32 -24 W- 1 80.4 174.783 -145 -12 -54
W+ 1 80.4 148.49 -4 112 -55 W- 1 80.4 149.195 -69 -105 3
W+ 1 80.4 176.162 8 51 -148 W- 1 80.4 165.702 -1 16 144
b_quark 0 4.18 151.877 -60 -132 -45 b_quark 0 4.18 129.574 74 36 100
W+ 1 80.4 207.483 70 1 178 W- 1 80.4 172.977 -79 80 -104
b_quark 0 4.18 110.125 -58 85 39 b_quark 0 4.18 203.955 114 -150 -78
b_quark 0 4.18 120.936 -24 116 24 b_quark 0 4.18 158.198 -58 -114 -93
b_quark 0 4.18 106.932 -35 -84 -56 b_quark 0 4.18 51.6766 40 27 -18
b_quark 0 4.18 172.451 96 -141 -25 b_quark 0 4.18 127.057 -49 75 90
b_quark 0 4.18 135.253 110 76 -20 b_quark 0 4.18 77.2494 -71 -3 -30
b_quark 0 4.18 84.371 -16 -58 59 b_quark 0 4.18 169.692 101 136 -9
b_quark 0 4.18 174.047 -75 -155 -25 b_quark 0 4.18 196.607 142 133 -28
W+ 1 80.4 189.977 165 49 -1 W- 1 80.4 127.268 -87 42 20
b_quark 0 4.18 187.679 -13 -174 69 b_quark 0 4.18 160.117 -82 136 20
b_quark 0 4.18 128.17 -79 100 13 b_quark 0 4.18 140.643 99 -61 79
W+ 1 80.4 166.578 68 -84 -98 W- 1 80.4 189.589 -138 40 94
W+ 1 80.4 205.03 71 -16 -174 W- 1 80.4 114.692 1 -17 80
W+ 1 80.4 191.555 81 148 42 W- 1 80.4 191.157 -51 -124 -110
b_quark 0 4.18 150.634 129 16 76 b_quark 0 4.18 109.592 -69 64 -56
b_quark 0 4.18 109.19 -84 57 -40 b_quark 0 4.18 97.1261 58 -24 74
W+ 1 80.4 165.094 142 -22 -12 W- 1 80.4 119.068 -52 -28 -65
b_quark 0 4.18 53.6234 -7 0 -53 b_quark 0 4.18 118.078 71 -90 28
b_quark 0 4.18 233.494 213 93 22 b_quark 0 4.18 173.86 -124 -65 -103
b_quark 0 4.18 61.6155 -1 -57 -23 b_quark 0 4.18 142.079 -47 134 -2
b_quark 0 4.18 273.124 143 51 227 b_quark 0 4.18 152.982 -81 -21 -128
b_quark 0 4.18 162.374 22 -150 -58 b_quark 0 4.18 118.438 35 113 4
b_quark 0 4.18 176.418 32 141 101 b_quark 0 4.18 201.063 -124 -128 -93
b_quark 0 4.18 275.15 -89 88 245 b_quark 0 4.18 173.227 5 -93 -146
W+ 1 80.4 133.305 61 -23 84 W- 1 80.4 159.007 -89 17 -103
Z 1 91.2 143.134 -45 41 -92 Z 1 91.2 133.411 97 -6 -6
b_quark 0 4.18 170.937 -79 44 145 b_quark 0 4.18 79.9154 28 -16 -73
W+ 1 80.4 129.958 -8 -100 19 W- 1 80.4 86.8859 30 4 13
b_quark 0 4.18 99.3503 96 14 21 b_quark 0 4.18 117.824 -110 42 -1
b_quark 0 4.18 195.398 41 61 -181 b_quark 0 4.18 152.799 -111 -20 103
b_quark 0 4.18 243.227 71 226 -55 b_quark 0 4.18 226.423 -128 -135 129
b_quark 0 4.18 184.314 55 148 -95 b_quark 0 4.18 159.729 26 -148 54
b_quark 0 4.18 274.894 -176 -98 187 b_quark 0 4.18 243.917 149 139 -134
tau+ 0 1.78 196.927 -172 27 -92 tau- 0 1.78 139.259 75 -111 38
b_quark 0 4.18 170.101 -62 68 143 b_quark 0 4.18 134.716 79 -3 -109
b_quark 0 4.18 87.1291 13 3 -86 b_quark 0 4.18 133.673 -87 -101 9
b_quark 0 4.18 102.628 35 -83 49 b_quark 0 4.18 60.0789 -42 42 8
b_quark 0 4.18 256.995 56 82 237 b_quark 0 4.18 203.341 -100 -107 -141
b_quark 0 4.18 136.072 -119 -44 49 b_quark 0 4.18 73.4675 72 -14 0
W+ 1 80.4 164.588 8 80 119 W- 1 80.4 168.434 -16 -101 -107
W+ 1 80.4 149.413 0 92 86 W- 1 80.4 196.097 90 -117 -101
b_quark 0 4.18 209.369 65 197 28 b_quark 0 4.18 158.769 -81 -98 -95
b_quark 0 4.18 194.459 -167 -92 38 b_quark 0 4.18 187.26 97 142 -74
W+ 1 80.4 165.031 111 -13 91 W- 1 80.4 114.792 -26 66 -41
b_quark 0 4.18 242.663 -102 92 -200 b_quark 0 4.18 149.735 15 -97 113
b_quark 0 4.18 125.365 -55 35 -107 b_quark 0 4.18 125.433 46 -100 60
b_quark 0 4.18 174.958 -54 -166 11 b_quark 0 4.18 143.563 -12 132 -55
W+ 1 80.4 241.566 220 -3 59 W- 1 80.4 177.331 -141 -50 -51
W+ 1 80.4 193.869 -146 -99 2 W- 1 80.4 189.489 61 139 80
b_quark 0 4.18 256.477 115 53 -223 b_quark 0 4.18 184.82 -132 29 126
W+ 1 80.4 328.278 -219 21 -230 W- 1 80.4 199.309 126 -22 130
W+ 1 80.4 123.256 -78 12 50 W- 1 80.4 178.836 -11 -106 -119
tau+ 0 1.78 162.641 -132 -76 -57 tau- 0 1.78 101.751 97 29 10
b_quark 0 4.18 88.1333 39 -73 -30 b_quark 0 4.18 86.3219 -68 31 -43
b_quark 0 4.18 203.134 -33 -86 -181 b_quark 0 4.18 157.65 114 64 88
b_quark 0 4.18 204.738 58 30 194 b_quark 0 4.18 161.479 -116 49 -101
b_quark 0 4.18 26.916 9 -25 1 b_quark 0 4.18 93.5333 -1 69 -63
b_quark 0 4.18 168.868 -113 -99 77 b_quark 0 4.18 67.4053 66 1 13
b_quark 0 4.18 69.7744 -29 -17 61 b_quark 0 4.18 146.828 15 96 -110
Z 1 91.2 196.19 -52 -162 35 Z 1 91.2 127.407 33 65 -51
b_quark 0 4.18 189.184 -77 -162 60 b_quark 0 4.18 216.867 138 139 -93
b_quark 0 4.18 288.525 146 163 -188 b_quark 0 4.18 177.481 -125 -71 104
b_quark 0 4.18 202.115 -161 64 -104 b_quark 0 4.18 84.7554 83 -14 9
W+ 1 80.4 179.483 111 102 -55 W- 1 80.4 122.287 -31 -77 40
b_quark 0 4.18 115.375 -18 -33 109 b_quark 0 4.18 52.4831 12 17 -48
W+ 1 80.4 218.646 -11 -111 170 W- 1 80.4 187.676 91 34 -139
b_quark 0 4.18 139.905 16 70 120 b_quark 0 4.18 85.8107 61 5 -60
W+ 1 80.4 142.429 -90 -31 -69 W- 1 80.4 148.554 24 -12 122
tau+ 0 1.78 76.8256 -33 33 61 tau- 0 1.78 79.1023 -67 42 -1
W+ 1 80.4 192.008 -127 105 57 W- 1 80.4 150.735 58 -107 -38
b_quark 0 4.18 161.209 37 149 49 b_quark 0 4.18 124.095 63 -87 -62
b_quark 0 4.18 144.054 -45 -90 103 b_quark 0 4.18 108.547 76 65 -42
W+ 1 80.4 215.235 71 -111 -150 W- 1 80.4 136.305 -15 89 63
b_quark 0 4.18 142.697 25 138 -26 b_quark 0 4.18 100.232 67 -38 -64
tau+ 0 1.78 145.977 -29 -89 -112 tau- 0 1.78 150.007 3 73 131
tau+ 0 1.78 160.49 -112 113 -21 tau- 0 1.78 139.586 124 -64 3
b_quark 0 4.18 168.732 -70 12 153 b_quark 0 4.18 193.834 125 -5 -148
b_quark 0 4.18 197.27 -51 189 -24 b_quark 0 4.18 124.561 -15 -123 12
W+ 1 80.4 217.113 -157 125 20 W- 1 80.4 163.163 113 -75 42
b_quark 0 4.18 176.384 -47 74 -153 b_quark 0 4.18 174.007 136 -71 82
b_quark 0 4.18 173.685 128 38 111 b_quark 0 4.18 123.156 -70 -95 -35
b_quark 0 4.18 151.435 35 9 -147 b_quark 0 4.18 94.5276 -45 13 82
b_quark 0 4.18 211.619 117 10 -176 b_quark 0 4.18 145.724 -117 40 77
b_quark 0 4.18 240.912 202 24 -129 b_quark 0 4.18 187.413 -121 -89 112
b_quark 0 4.18 121.484 6 -103 -64 b_quark 0 4.18 99.6768 -81 21 54
W+ 1 80.4 215.521 30 -58 189 W- 1 80.4 163.38 64 2 -127
b_quark 0 4.18 84.6845 -43 51 -52 b_quark 0 4.18 136.303 136 7 4
b_quark 0 4.18 209.539 72 -167 -104 b_quark 0 4.18 195.211 -112 115 111
tau+ 0 1.78 203.47 34 -121 160 tau- 0 1.78 193.771 40 130 -138
b_quark 0 4.18 183.996 106 124 -85 b_quark 0 4.18 176.348 -84 -93 124
b_quark 0 4.18 85.2143 -78 2 -34 b_quark 0 4.18 53.174 -5 47 24
b_quark 0 4.18 134.4 -45 55 114 b_quark 0 4.18 154.801 56 -103 -101
b_quark 0 4.18 181.407 17 -99 -151 b_quark 0 4.18 175.107 -7 110 136
b_quark 0 4.18 73.3858 -2 42 60 b_quark 0 4.18 154.258 97 40 -113
b_quark 0 4.18 184.311 27 -10 182 b_quark 0 4.18 132.406 5 92 -95
b_quark 0 4.18 73.7731 -50 30 45 b_quark 0 4.18 133.823 113 -71 -9
b_quark 0 4.18 168.32 -100 133 25 b_quark 0 4.18 106.581 77 -38 -63
b_quark 0 4.18 246.267 142 -79 -185 b_quark 0 4.18 198.44 -69 150 110
b_quark 0 4.18 279.454 -70 -156 -221 b_quark 0 4.18 197.313 113 89 135
b_quark 0 4.18 177.774 76 159 -23 b_quark 0 4.18 196.383 -80 -135 118
b_quark 0 4.18 201.414 -199 -18 25 b_quark 0 4.18 146.432 145 0 20
W+ 1 80.4 211.344 13 -127 -148 W- 1 80.4 120.392 -5 38 81
W+ 1 80.4 160.328 46 95 -90 W- 1 80.4 123.726 -58 2 74
b_quark 0 4.18 33.0828 16 -14 -25 b_quark 0 4.18 138.201 -89 -80 69
b_quark 0 4.18 123.501 57 69 85 b_quark 0 4.18 118.947 -111 -37 -21
b_quark 0 4.18 184.213 139 14 120 b_quark 0 4.18 144.58 -121 2 -79
b_quark 0 4.18 127.638 -113 57 -16 b_quark 0 4.18 129.701 76 -102 -25
b_quark 0 4.18 254.363 41 -139 -209 b_quark 0 4.18 210.377 -100 121 140
b_quark 0 4.18 108.993 -55 -1 94 b_quark 0 4.18 87.6782 -14 43 -75
b_quark 0 4.18 107.919 -51 62 72 b_quark 0 4.18 118.522 105 -43 -34
W+ 1 80.4 228.443 -196 -9 -85 W- 1 80.4 165.859 130 -44 47
b_quark 0 4.18 216.967 -18 77 202 b_quark 0 4.18 167.163 74 -29 -147
b_quark 0 4.18 185.404 33 182 -12 b_quark 0 4.18 146.651 -58 -115 -70
W+ 1 80.4 183.557 99 132 2 W- 1 80.4 204.563 -91 -149 -70
b_quark 0 4.18 219.84 -122 -62 172 b_quark 0 4.18 180.276 71 96 -135
b_quark 0 4.18 144.719 -66 127 -21 b_quark 0 4.18 154.086 0 -147 -46
b_quark 0 4.18 169.389 37 -159 45 b_quark 0 4.18 147.738 -2 147 14
W+ 1 80.4 215.326 -124 150 -45 W- 1 80.4 157.497 106 -84 7
b_quark 0 4.18 184.628 -54 -175 -23 b_quark 0 4.18 110.002 15 77 -77
b_quark 0 4.18 152.507 128 61 -56 b_quark 0 4.18 125.425 -121 -17 -28
W+ 1 80.4 197.776 81 -121 -107 W- 1 80.4 153.728 -120 52 8
b_quark 0 4.18 136.398 91 91 45 b_quark 0 4.18 142.571 -40 -135 -22
b_quark 0 4.18 240.712 -60 -57 -226 b_quark 0 4.18 202.589 53 130 146
Z 1 91.2 181.591 140 63 33 Z 1 91.2 259.35 -146 -150 -123
b_quark 0 4.18 134.259 108 -70 -38 b_quark 0 4.18 160.183 -144 12 69
b_quark 0 4.18 60.5597 -31 -40 33 b_quark 0 4.18 71.8434 10 -38 60
tau+ 0 1.78 196.919 90 -175 -7 tau- 0 1.78 180.134 -110 136 -43
W+ 1 80.4 171.576 -127 -82 -11 W- 1 80.4 112.713 76 8 20
b_quark 0 4.18 158.087 -45 -118 -95 b_quark 0 4.18 169.666 69 62 142
b_quark 0 4.18 123.367 19 -96 75 b_quark 0 4.18 73.1264 32 9 -65
b_quark 0 4.18 181.236 68 -154 67 b_quark 0 4.18 160.22 -50 112 -103
b_quark 0 4.18 157.393 -97 -111 -55 b_quark 0 4.18 153.738 124 81 -41
b_quark 0 4.18 249.851 -190 -8 -162 b_quark 0 4.18 170.048 119 -73 97
b_quark 0 4.18 172.245 -13 131 -111 b_quark 0 4.18 181.382 31 -140 111
b_quark 0 4.18 152.209 61 95 102 b_quark 0 4.18 202.224 -82 -147 -112
b_quark 0 4.18 203.952 -189 37 67 b_quark 0 4.18 148.025 142 7 -41
b_quark 0 4.18 74.0707 -43 -58 -16 b_quark 0 4.18 48.708 19 -37 -25
b_quark 0 4.18 85.1262 83 -14 12 b_quark 0 4.18 103.342 2 73 -73
b_quark 0 4.18 196.562 -9 -123 153 b_quark 0 4.18 222.521 -81 144 -149
b_quark 0 4.18 118.248 -46 -68 -85 b_quark 0 4.18 61.8747 61 3 9
b_quark 0 4.18 151.27 -105 32 -104 b_quark 0 4.18 186.546 79 -85 146
b_quark 0 4.18 156.893 -123 75 62 b_quark 0 4.18 142.244 44 -18 -134
b_quark 0 4.18 160.93 -106 -119 -22 b_quark 0 4.18 145.727 61 127 37
W+ 1 80.4 188.812 -91 141 32 W- 1 80.4 187.577 100 -136 15
b_quark 0 4.18 134.419 29 131 -7 b_quark 0 4.18 189.851 -127 -139 -24
b_quark 0 4.18 232.094 -223 -20 -61 b_quark 0 4.18 169.931 129 97 53
b_quark 0 4.18 209.856 -47 118 167 b_quark 0 4.18 129.532 41 -34 -118
Z 1 91.2 286.558 -139 186 -141 Z 1 91.2 209.72 132 -121 60
Z 1 91.2 172.057 -27 134 51 Z 1 91.2 146.709 35 -109 10
b_quark 0 4.18 178.234 -95 78 129 b_quark 0 4.18 213.341 148 -92 -123
b_quark 0 4.18 173.524 -104 -109 -86 b_quark 0 4.18 199.846 109 146 82
b_quark 0 4.18 126.097 -99 -51 59 b_quark 0 4.18 110.867 87 49 -48
b_quark 0 4.18 157.536 100 84 -88 b_quark 0 4.18 88.7833 -69 -52 20
b_quark 0 4.18 145.418 142 26 -17 b_quark 0 4.18 162.304 -129 -78 -60
Z 1 91.2 196.91 102 84 114 Z 1 91.2 182.492 -107 -9 -116
b_quark 0 4.18 243.693 238 49 -18 b_quark 0 4.18 180.229 -142 -50 99
b_quark 0 4.18 172.402 120 104 -67 b_quark 0 4.18 71.2704 -54 -39 -25
b_quark 0 4.18 252.17 20 -206 -144 b_quark 0 4.18 204.935 -14 141 148
b_quark 0 4.18 58.4677 35 -40 -24 b_quark 0 4.18 58.8343 -52 -26 -8
b_quark 0 4.18 114.885 32 86 69 b_quark 0 4.18 134.117 67 -59 -100
b_quark 0 4.18 113.919 -48 60 84 b_quark 0 4.18 129.485 109 -32 -62
tau+ 0 1.78 260.929 -221 94 102 tau- 0 1.78 157.366 126 -71 -62
W+ 1 80.4 165.134 -47 -136 10 W- 1 80.4 108.826 23 67 -19
b_quark 0 4.18 211.883 149 76 -130 b_quark 0 4.18 155.014 -114 -90 54
b_quark 0 4.18 118.943 35 101 -52 b_quark 0 4.18 107.385 -52 -23 91
b_quark 0 4.18 127.297 21 11 125 b_quark 0 4.18 104.29 43 -91 -27
b_quark 0 4.18 159.046 -65 -98 -107 b_quark 0 4.18 132.312 116 28 57
b_quark 0 4.18 176.586 -30 77 -156 b_quark 0 4.18 150.078 56 -41 133
b_quark 0 4.18 34.3871 -3 0 -34 b_quark 0 4.18 113.642 90 -6 69
W+ 1 80.4 210.581 -100 122 114 W- 1 80.4 164.958 127 -57 -37
W+ 1 80.4 257.754 -200 -127 -62 W- 1 80.4 188.865 141 35 90
b_quark 0 4.18 180.196 -121 126 44 b_quark 0 4.18 169.066 91 -107 -94
b_quark 0 4.18 216.156 -91 20 -195 b_quark 0 4.18 199.889 113 -113 120
b_quark 0 4.18 215.6 137 -111 124 b_quark 0 4.18 150.428 -67 89 -101
b_quark 0 4.18 182.229 90 59 147 b_quark 0 4.18 73.0991 -6 -23 -69
b_quark 0 4.18 206.52 107 -172 -40 b_quark 0 4.18 193.348 -54 139 123
b_quark 0 4.18 116.475 -102 36 -43 b_quark 0 4.18 47.2279 40 -17 -18
b_quark 0 4.18 220.53 -126 166 -72 b_quark 0 4.18 182.257 36 -148 100
W+ 1 80.4 179.836 -38 -153 -32 W- 1 80.4 177.116 59 128 71
b_quark 0 4.18 275.206 -132 196 141 b_quark 0 4.18 224.739 136 -115 -137
tau+ 0 1.78 205.643 -99 162 79 tau- 0 1.78 185.605 79 -83 -146
tau+ 0 1.78 130.572 89 10 -95 tau- 0 1.78 174.253 -126 18 119
W+ 1 80.4 175.56 -76 25 134 W- 1 80.4 189.605 126 -73 -91
b_quark 0 4.18 102.696 18 -59 82 b_quark 0 4.18 154.167 -50 -15 -145
b_quark 0 4.18 80.8175 32 63 -39 b_quark 0 4.18 69.9677 17 -35 -58
b_quark 0 4.18 144.977 -70 -15 -126 b_quark 0 4.18 179.754 117 -38 131
tau+ 0 1.78 133.986 53 -16 122 tau- 0 1.78 77.7571 29 -51 -51
b_quark 0 4.18 137.777 28 -134 -15 b_quark 0 4.18 143.41 -36 137 -22
b_quark 0 4.18 140.558 67 -65 -105 b_quark 0 4.18 114.204 -96 47 40
W+ 1 80.4 190.266 28 -168 -27 W- 1 80.4 140.667 7 115 -7
tau+ 0 1.78 153.806 -54 129 64 tau- 0 1.78 201.549 135 -37 -145
b_quark 0 4.18 248.466 103 -22 -225 b_quark 0 4.18 178.87 -5 116 136
b_quark 0 4.18 200.628 21 128 153 b_quark 0 4.18 167.507 -104 -29 -128
Z 1 91.2 265.768 5 -163 -189 Z 1 91.2 200.797 -31 120 129
b_quark 0 4.18 167.712 65 142 -61 b_quark 0 4.18 184.026 -138 -52 110
W+ 1 80.4 212.22 -16 61 186 W- 1 80.4 159.994 27 -42 -129
W+ 1 80.4 142.784 53 -83 -65 W- 1 80.4 216.185 -136 80 124
b_quark 0 4.18 148.427 44 14 -141 b_quark 0 4.18 124.062 -2 -41 117
b_quark 0 4.18 97.8083 93 -18 24 b_quark 0 4.18 145.046 -94 92 61
b_quark 0 4.18 126.943 -41 120 -4 b_quark 0 4.18 145.902 -50 -137 -1
b_quark 0 4.18 132.18 -85 -70 73 b_quark 0 4.18 148.359 95 98 -58
W+ 1 80.4 191.283 85 -106 -108 W- 1 80.4 172.708 -134 68 28
b_quark 0 4.18 228.706 81 28 212 b_quark 0 4.18 209.503 -148 -19 -147
b_quark 0 4.18 175.745 172 33 -14 b_quark 0 4.18 215.665 -137 -125 110
b_quark 0 4.18 141.748 109 25 87 b_quark 0 4.18 235.133 -150 -111 -143
b_quark 0 4.18 190.836 116 144 -47 b_quark 0 4.18 90.5454 -76 -47 14
b_quark 0 4.18 108.436 22 -21 -104 b_quark 0 4.18 158.34 23 54 147
b_quark 0 4.18 201.051 -152 -20 -130 b_quark 0 4.18 177.886 143 -19 104
b_quark 0 4.18 135.346 56 102 69 b_quark 0 4.18 135.759 -5 -82 -108
b_quark 0 4.18 193.49 35 40 186 b_quark 0 4.18 166.209 62 -110 -108
b_quark 0 4.18 224.73 -166 -149 -27 b_quark 0 4.18 185.061 131 125 -38
b_quark 0 4.18 144.438 126 -37 -60 b_quark 0 4.18 158.374 -133 76 -40
b_quark 0 4.18 81.0708 -41 -55 -43 b_quark 0 4.18 121.653 -6 115 -39
b_quark 0 4.18 188.967 -49 131 127 b_quark 0 4.18 164.145 99 -66 -113
b_quark 0 4.18 166.525 -162 38 5 b_quark 0 4.18 180.894 130 -107 66
W+ 1 80.4 231.545 -171 132 22 W- 1 80.4 192.702 90 -139 -57
b_quark 0 4.18 82.8159 44 -69 -12 b_quark 0 4.18 145.645 -111 15 93
b_quark 0 4.18 86.5937 9 -82 26 b_quark 0 4.18 109.172 56 22 -91
b_quark 0 4.18 206.619 68 -153 121 b_quark 0 4.18 197.255 -142 62 -122
tau+ 0 1.78 57.2815 -43 30 -23 tau- 0 1.78 73.5946 -48 47 -30
b_quark 0 4.18 129.705 -61 -106 -43 b_quark 0 4.18 56.555 29 48 -6
b_quark 0 4.18 104.573 18 87 55 b_quark 0 4.18 134.49 -57 -50 -111
b_quark 0 4.18 179.843 149 90 -45 b_quark 0 4.18 167.055 -131 -100 27
b_quark 0 4.18 38.6325 11 -27 -25 b_quark 0 4.18 121.34 16 115 -35
b_quark 0 4.18 263.252 -32 -144 218 b_quark 0 4.18 177.219 -40 110 -133
b_quark 0 4.18 160.694 16 93 130 b_quark 0 4.18 116.955 -67 -46 -84
b_quark 0 4.18 202.935 150 13 136 b_quark 0 4.18 148.931 -103 -77 -75
b_quark 0 4.18 242.412 124 -83 191 b_quark 0 4.18 207.946 -98 142 -116
b_quark 0 4.18 165.908 124 54 96 b_quark 0 4.18 154.669 -72 -15 -136
b_quark 0 4.18 54.6212 13 51 14 b_quark 0 4.18 137.195 -15 -126 -52
b_quark 0 4.18 206.895 -4 164 -126 b_quark 0 4.18 186.865 -79 -106 132
b_quark 0 4.18 153.191 -128 45 -71 b_quark 0 4.18 75.0165 61 -17 40
b_quark 0 4.18 239.705 -194 133 -46 b_quark 0 4.18 180.32 104 -71 129
b_quark 0 4.18 155.783 -145 25 -51 b_quark 0 4.18 70.615 62 -33 6
b_quark 0 4.18 125.946 -112 49 -30 b_quark 0 4.18 148.356 86 14 120
W+ 1 80.4 221.328 160 -71 -109 W- 1 80.4 142.615 -89 -25 73
b_quark 0 4.18 226.556 -71 30 -213 b_quark 0 4.18 143.932 57 -17 131
b_quark 0 4.18 172.39 6 -81 152 b_quark 0 4.18 148.914 -77 -10 -127
b_quark 0 4.18 210.567 24 -119 172 b_quark 0 4.18 141.037 -52 81 -103
W+ 1 80.4 204.795 95 46 -156 W- 1 80.4 213.694 -130 -110 101
b_quark 0 4.18 80.0217 -49 41 -48 b_quark 0 4.18 131.596 20 50 120
b_quark 0 4.18 224.823 124 -184 36 b_quark 0 4.18 165.926 -141 87 -8
Z 1 91.2 225.749 103 -56 -170 Z 1 91.2 215.347 -126 65 134
W+ 1 80.4 193.311 135 -62 -94 W- 1 80.4 126.262 -39 6 89
b_quark 0 4.18 151.774 49 36 -139 b_quark 0 4.18 124.593 45 -40 109
Z 1 91.2 254.926 -215 29 98 Z 1 91.2 197.014 137 -8 -108
b_quark 0 4.18 249.903 -192 -159 -17 b_quark 0 4.18 127.367 92 75 -46
b_quark 0 4.18 145.885 12 140 -39 b_quark 0 4.18 196.419 -87 -113 135
tau+ 0 1.78 129.7 -39 -123 13 tau- 0 1.78 194.947 121 104 -112
b_quark 0 4.18 240.621 194 9 142 b_quark 0 4.18 170.016 -148 30 -78
W+ 1 80.4 183.511 46 -110 -114 W- 1 80.4 171.546 -6 32 148
W+ 1 80.4 190.395 -149 -32 -81 W- 1 80.4 117.963 55 49 45
tau+ 0 1.78 72.3752 -29 13 -65 tau- 0 1.78 158.386 111 -111 -21
W+ 1 80.4 358.243 -188 -209 207 W- 1 80.4 238.412 88 146 -146
b_quark 0 4.18 147.63 -38 -13 142 b_quark 0 4.18 149.082 136 -24 -56
W+ 1 80.4 258.318 -218 14 112 W- 1 80.4 225.145 131 -88 -139
b_quark 0 4.18 248.48 -139 202 40 b_quark 0 4.18 207.9 136 -150 47
b_quark 0 4.18 79.4385 -1 66 -44 b_quark 0 4.18 142.22 -47 -24 132
b_quark 0 4.18 149.156 97 70 -89 b_quark 0 4.18 52.3591 2 28 44
b_quark 0 4.18 101.21 -71 -33 -64 b_quark 0 4.18 93.6188 71 15 59
b_quark 0 4.18 114.872 41 -101 -36 b_quark 0 4.18 93.6134 -39 84 -13
b_quark 0 4.18 254.903 -245 -62 -33 b_quark 0 4.18 216.764 148 141 72
W+ 1 80.4 123.301 -3 69 63 W- 1 80.4 150.513 50 -111 37
b_quark 0 4.18 131.265 59 54 -104 b_quark 0 4.18 85.4545 -54 -63 20
tau+ 0 1.78 61.1896 61 2 4 tau- 0 1.78 149.547 -126 -34 -73
b_quark 0 4.18 96.3663 2 7 -96 b_quark 0 4.18 101.032 55 -21 82
b_quark 0 4.18 155.517 -118 -88 -50 b_quark 0 4.18 117.42 44 103 35
b_quark 0 4.18 178.018 16 -176 21 b_quark 0 4.18 146.6 -31 143 8
W+ 1 80.4 170.837 -18 14 -149 W- 1 80.4 155.052 104 -19 80
b_quark 0 4.18 192.55 95 -103 -132 b_quark 0 4.18 149.524 -32 110 96
W+ 1 80.4 264.419 190 157 52 W- 1 80.4 159.938 -114 -78 6
b_quark 0 4.18 49.31 2 3 -49 b_quark 0 4.18 118.788 14 21 116
W+ 1 80.4 134.704 91 -6 58 W- 1 80.4 132.11 -96 -3 42
b_quark 0 4.18 94.6915 40 -82 -25 b_quark 0 4.18 55.077 46 -18 24
b_quark 0 4.18 77.5466 14 -18 74 b_quark 0 4.18 91.1179 24 85 -22
b_quark 0 4.18 213.575 -157 28 -142 b_quark 0 4.18 220.099 136 -113 131
b_quark 0 4.18 320.474 174 167 211 b_quark 0 4.18 221.936 -134 -121 -129
b_quark 0 4.18 194.56 94 -10 170 b_quark 0 4.18 187.826 -141 76 -98
W+ 1 80.4 222.587 162 -31 126 W- 1 80.4 116.568 -64 18 -52
b_quark 0 4.18 136.112 -94 32 93 b_quark 0 4.18 197.328 131 -32 -144
b_quark 0 4.18 268.848 147 198 -107 b_quark 0 4.18 205.965 -104 -138 112
b_quark 0 4.18 271.968 152 -213 74 b_quark 0 4.18 150.235 -73 130 18
W+ 1 80.4 159.713 -118 32 -64 W- 1 80.4 174.923 137 39 62
b_quark 0 4.18 240.839 -9 121 208 b_quark 0 4.18 192.053 41 -119 -145
b_quark 0 4.18 68.3482 17 -3 66 b_quark 0 4.18 99.4659 76 -64 2
b_quark 0 4.18 127.497 -63 -13 110 b_quark 0 4.18 69.4296 -11 31 -61
b_quark 0 4.18 172.292 -133 37 103 b_quark 0 4.18 153.478 71 -1 -136
